time,depot,charging_MW,base_load_MW,total_depot_load_MW,availability,day,dt_h,charging_efficiency
2026-01-02 11:00:00+00:00,Postnord,0.0,1.0925503799999998,1.0925503799999998,0.0,2026-01-01 23:00:00+00:00,1.0,0.92
2026-01-02 12:00:00+00:00,Airmee,0.0,0.3348304005,0.3348304005,0.0,2026-01-01 23:00:00+00:00,1.0,0.92
2026-01-02 12:00:00+00:00,ICA,0.0,1.276727525,1.276727525,0.0,2026-01-01 23:00:00+00:00,1.0,0.92
2026-01-02 12:00:00+00:00,Mathem,0.0,0.8460875937,0.8460875937,0.0,2026-01-01 23:00:00+00:00,1.0,0.92
2026-01-02 12:00:00+00:00,Postnord,0.0,1.10640022,1.10640022,0.0,2026-01-01 23:00:00+00:00,1.0,0.92
2026-01-02 13:00:00+00:00,Airmee,0.0,0.3517458667,0.3517458667,0.0,2026-01-01 23:00:00+00:00,1.0,0.92
2026-01-02 13:00:00+00:00,ICA,0.0,1.289654235,1.289654235,0.0,2026-01-01 23:00:00+00:00,1.0,0.92
2026-01-02 13:00:00+00:00,Mathem,0.0,0.8480013804000001,0.8480013804000001,0.0,2026-01-01 23:00:00+00:00,1.0,0.92
2026-01-02 13:00:00+00:00,Postnord,0.0,1.134849754,1.134849754,0.0,2026-01-01 23:00:00+00:00,1.0,0.92
2026-01-02 14:00:00+00:00,Airmee,0.0,0.3424135128,0.3424135128,0.0,2026-01-01 23:00:00+00:00,1.0,0.92
2026-01-02 14:00:00+00:00,ICA,0.0,1.312973033,1.312973033,0.0,2026-01-01 23:00:00+00:00,1.0,0.92
2026-01-02 14:00:00+00:00,Mathem,0.0,0.8598726116000001,0.8598726116000001,0.0,2026-01-01 23:00:00+00:00,1.0,0.92
2026-01-02 14:00:00+00:00,Postnord,0.0,1.143707183,1.143707183,0.0,2026-01-01 23:00:00+00:00,1.0,0.92
2026-01-02 15:00:00+00:00,Airmee,0.0,0.415650237,0.415650237,0.0,2026-01-01 23:00:00+00:00,1.0,0.92
2026-01-02 15:00:00+00:00,ICA,0.0,1.4780084839999998,1.4780084839999998,0.0,2026-01-01 23:00:00+00:00,1.0,0.92
2026-01-02 15:00:00+00:00,Mathem,0.0,0.9406923088,0.9406923088,0.0,2026-01-01 23:00:00+00:00,1.0,0.92
2026-01-02 15:00:00+00:00,Postnord,0.0,1.366679496,1.366679496,0.0,2026-01-01 23:00:00+00:00,1.0,0.92
2026-01-02 16:00:00+00:00,Airmee,0.0,0.4299593763,0.4299593763,0.0,2026-01-01 23:00:00+00:00,1.0,0.92
2026-01-02 16:00:00+00:00,ICA,0.0,1.466405479,1.466405479,0.0,2026-01-01 23:00:00+00:00,1.0,0.92
2026-01-02 16:00:00+00:00,Mathem,0.0,0.9592572451,0.9592572451,0.0,2026-01-01 23:00:00+00:00,1.0,0.92
2026-01-02 16:00:00+00:00,Postnord,0.0,1.36875333,1.36875333,0.0,2026-01-01 23:00:00+00:00,1.0,0.92
2026-01-02 17:00:00+00:00,Airmee,0.0,0.4411407767,0.4411407767,0.0,2026-01-01 23:00:00+00:00,1.0,0.92
2026-01-02 17:00:00+00:00,ICA,0.0,1.494711624,1.494711624,0.0,2026-01-01 23:00:00+00:00,1.0,0.92
2026-01-02 17:00:00+00:00,Mathem,0.0,0.9759326143,0.9759326143,0.0,2026-01-01 23:00:00+00:00,1.0,0.92
2026-01-02 17:00:00+00:00,Postnord,0.0,1.404337546,1.404337546,0.0,2026-01-01 23:00:00+00:00,1.0,0.92
2026-01-02 18:00:00+00:00,Airmee,0.0,0.4446174327,0.4446174327,0.0,2026-01-01 23:00:00+00:00,1.0,0.92
2026-01-02 18:00:00+00:00,ICA,0.0,1.466943927,1.466943927,0.0,2026-01-01 23:00:00+00:00,1.0,0.92
2026-01-02 18:00:00+00:00,Mathem,0.0,0.9627979213,0.9627979213,0.0,2026-01-01 23:00:00+00:00,1.0,0.92
2026-01-02 18:00:00+00:00,Postnord,0.0,1.378850097,1.378850097,0.0,2026-01-01 23:00:00+00:00,1.0,0.92
2026-01-02 19:00:00+00:00,Airmee,0.0,0.4452469841,0.4452469841,1.0,2026-01-01 23:00:00+00:00,1.0,0.92
2026-01-02 19:00:00+00:00,ICA,0.0,1.476862766,1.476862766,0.0,2026-01-01 23:00:00+00:00,1.0,0.92
2026-01-02 19:00:00+00:00,Mathem,0.0,0.9734164043,0.9734164043,0.0,2026-01-01 23:00:00+00:00,1.0,0.92
2026-01-02 19:00:00+00:00,Postnord,0.0,1.376222233,1.376222233,0.0,2026-01-01 23:00:00+00:00,1.0,0.92
2026-01-02 20:00:00+00:00,Airmee,0.0,0.3607621342,0.3607621342,1.0,2026-01-01 23:00:00+00:00,1.0,0.92
2026-01-02 20:00:00+00:00,ICA,0.0,1.303840879,1.303840879,0.0,2026-01-01 23:00:00+00:00,1.0,0.92
2026-01-02 20:00:00+00:00,Mathem,0.0,0.8678950456,0.8678950456,0.0,2026-01-01 23:00:00+00:00,1.0,0.92
2026-01-02 20:00:00+00:00,Postnord,0.0,1.165648604,1.165648604,0.0,2026-01-01 23:00:00+00:00,1.0,0.92
2026-01-02 21:00:00+00:00,Airmee,0.0,0.3627801447,0.3627801447,1.0,2026-01-01 23:00:00+00:00,1.0,0.92
2026-01-02 21:00:00+00:00,ICA,0.0,1.319325937,1.319325937,0.0,2026-01-01 23:00:00+00:00,1.0,0.92
2026-01-02 21:00:00+00:00,Mathem,0.0,0.8693868040999999,0.8693868040999999,1.0,2026-01-01 23:00:00+00:00,1.0,0.92
2026-01-02 21:00:00+00:00,Postnord,0.0,1.15684358,1.15684358,1.0,2026-01-01 23:00:00+00:00,1.0,0.92
2026-01-02 22:00:00+00:00,Airmee,0.0,0.3491396111,0.3491396111,1.0,2026-01-01 23:00:00+00:00,1.0,0.92
2026-01-02 22:00:00+00:00,ICA,0.0,1.310639539,1.310639539,1.0,2026-01-01 23:00:00+00:00,1.0,0.92
2026-01-02 22:00:00+00:00,Mathem,0.0,0.8387444079,0.8387444079,1.0,2026-01-01 23:00:00+00:00,1.0,0.92
2026-01-02 22:00:00+00:00,Postnord,0.0,1.130031668,1.130031668,1.0,2026-01-01 23:00:00+00:00,1.0,0.92
2026-01-02 23:00:00+00:00,Airmee,0.0,0.199169039,0.199169039,1.0,2026-01-02 23:00:00+00:00,1.0,0.92
2026-01-02 23:00:00+00:00,ICA,0.6786087,0.8509766754,1.5295853754,1.0,2026-01-02 23:00:00+00:00,1.0,0.92
2026-01-02 23:00:00+00:00,Mathem,0.088608696,0.5447223871,0.6333310831,1.0,2026-01-02 23:00:00+00:00,1.0,0.92
2026-01-02 23:00:00+00:00,Postnord,0.37643478,0.4782050628,0.8546398428,1.0,2026-01-02 23:00:00+00:00,1.0,0.92
2026-01-03 00:00:00+00:00,Airmee,0.073565217,0.1783945142,0.2519597312,1.0,2026-01-02 23:00:00+00:00,1.0,0.92
