time,converged,min_voltage_pu,max_voltage_pu,max_line_loading_percent,max_trafo_loading_percent,line_losses_MW,trafo_losses_MW,total_losses_MW,total_base_load_MW,total_ev_charging_MW,total_depot_load_MW
2025-12-31 23:00:00+00:00,True,0.9946601773652987,1.03,24.98466804628736,56.44974585657516,0.04299019292213464,0.021619192352261507,0.06460938527439615,2.0681654496,1.05504348,3.1232089295999996
2026-01-01 00:00:00+00:00,True,0.9946509178709216,1.03,25.101340584856075,56.75979833520174,0.04328945565944935,0.021769210145862417,0.06505866580531176,2.0204360392,1.194,3.2144360391999998
2026-01-01 01:00:00+00:00,True,0.994615513924199,1.03,25.218511611859025,57.04469536167019,0.043572639164270364,0.02190912071840323,0.0654817598826736,2.0127976001,1.282608696,3.2954062961
2026-01-01 02:00:00+00:00,True,0.9945617325426667,1.03,25.499067865141356,57.75392135629581,0.044291011511384225,0.02225852375964621,0.06654953527103044,1.9468898189000001,1.553565217,3.5004550359
2026-01-01 03:00:00+00:00,True,0.9947768983148199,1.03,24.919457003466526,56.386670147524,0.04291363335611009,0.021582896753784553,0.06449653010989465,1.9227088576,1.194,3.1167088576
2026-01-01 04:00:00+00:00,True,0.9933010464349845,1.03,26.467580103449624,59.18018666949867,0.045999301050054765,0.023032262198251274,0.06903156324830603,3.3695111434999996,0.418,3.7875111434999997
2026-01-01 05:00:00+00:00,True,0.9926176099302945,1.03,27.446147011934702,61.18964851251414,0.04840490026155117,0.024094835110098245,0.07249973537164942,3.8915553640000002,0.418,4.309555364
2026-01-01 06:00:00+00:00,True,0.9928364172932354,1.03,26.824882399846185,59.712625204057105,0.04668008528068941,0.023324851919348077,0.07000493720003749,3.8923035126,0.0,3.8923035126
2026-01-01 07:00:00+00:00,True,0.9927098741530753,1.03,27.005726472004714,60.08528769182646,0.047121617968731995,0.02352102330955752,0.07064264127828951,3.9890187917,0.0,3.9890187917
2026-01-01 08:00:00+00:00,True,0.9927602748649018,1.03,26.933706980639716,59.93690354589256,0.04694496086318878,0.023442777008012783,0.07038773787120156,3.950515292,0.0,3.950515292
2026-01-01 09:00:00+00:00,True,0.9927230364426,1.03,26.986919493326983,60.04654225605965,0.04707538143162287,0.02350057458986754,0.07057595602149042,3.9789656764999997,0.0,3.9789656764999997
2026-01-01 10:00:00+00:00,True,0.9932958614952522,1.03,26.167702416246673,58.35655401860635,0.045133339410458925,0.022620599701555832,0.06775393911201476,3.5399511765,0.0,3.5399511765
2026-01-01 11:00:00+00:00,True,0.9933265787595359,1.03,26.12373405913873,58.26572045378078,0.045033094670060926,0.022573964506440447,0.06760705917650137,3.5163260986000004,0.0,3.5163260986000004
2026-01-01 12:00:00+00:00,True,0.9932292332064276,1.03,26.263060546334728,58.5535061346348,0.045352147095267276,0.02272194947945394,0.06807409657472122,3.5911666766999994,0.0,3.5911666766999994
2026-01-01 13:00:00+00:00,True,0.9931644471012647,1.03,26.35576498792631,58.74491649749742,0.04556669907902646,0.022820751619496704,0.06838745069852317,3.6409277883,0.0,3.6409277883
2026-01-01 14:00:00+00:00,True,0.9931609247381076,1.03,26.360804755194255,58.75532058975698,0.04557841472499658,0.022826130590072324,0.0684045453150689,3.6436321732,0.0,3.6436321732
2026-01-01 15:00:00+00:00,True,0.9923131323843836,1.03,27.57223013112111,61.25134117966379,0.048549024256671194,0.024142180086869303,0.0726912043435405,4.2913207818000005,0.0,4.2913207818000005
2026-01-01 16:00:00+00:00,True,0.9923138204108274,1.03,27.57124836228291,61.24932206819123,0.04854649252885071,0.02414109489040328,0.07268758741925399,4.2907977384,0.0,4.2907977384
2026-01-01 17:00:00+00:00,True,0.9923155896318758,1.03,27.56872378853497,61.244129988726336,0.04853998322856788,0.024138304496197804,0.07267828772476569,4.2894527427,0.0,4.2894527427
2026-01-01 18:00:00+00:00,True,0.9923677634115274,1.03,27.494267959791337,61.09098573438453,0.048348606196695385,0.024056098944519988,0.07240470514121537,4.249776808700001,0.0,4.249776808700001
2026-01-01 19:00:00+00:00,True,0.9924191674759774,1.03,27.420897538857925,60.940041290193,0.04816115111748044,0.02397526200848965,0.07213641312597009,4.2106626802,0.0,4.2106626802
2026-01-01 20:00:00+00:00,True,0.9931284358221321,1.03,26.407287210198827,58.8512706958212,0.04568672137765229,0.022875779046998446,0.06856250042465073,3.6685711134,0.0,3.6685711134
2026-01-01 21:00:00+00:00,True,0.993098228504023,1.03,26.450501419673472,58.940461125892384,0.045787820078894585,0.022921997326527332,0.06870981740542192,3.6917501562,0.0,3.6917501562
2026-01-01 22:00:00+00:00,True,0.9932223532814005,1.03,26.27290605244713,58.57383735775079,0.04537484742733241,0.022732429814769972,0.06810727724210239,3.5964528242,0.0,3.5964528242
2026-01-01 23:00:00+00:00,True,0.9945941921926421,1.03,25.145728140902506,56.82537139328798,0.043361182311904646,0.021803837811752658,0.0651650201236573,2.0843137824,1.143652176,3.2279659584000004
2026-01-02 00:00:00+00:00,True,0.9943817657988999,1.03,25.80295542580407,58.40291822839704,0.04498791575330835,0.022588543634562086,0.06757645938787044,2.062480366,1.612,3.674480366
2026-01-02 01:00:00+00:00,True,0.9945226362427735,1.03,25.59947638999331,57.98781460581892,0.0445363712428757,0.022375744146183152,0.06691211538905885,1.9538397757,1.612,3.5658397756999998
2026-01-02 02:00:00+00:00,True,0.9945363475756585,1.03,25.579665567915615,57.94738868529096,0.0444928697634863,0.022355095413598036,0.06684796517708433,1.9432558826,1.612,3.5552558826
2026-01-02 03:00:00+00:00,True,0.9947824088344538,1.03,24.86805487867258,56.25133101120132,0.042784605189163584,0.02151765478452461,0.06430225997368819,1.9414939270000002,1.1355652170000001,3.0770591440000006
2026-01-02 04:00:00+00:00,True,0.9934267793853291,1.03,25.980282433882746,57.96927008917029,0.044708865769654056,0.022422232494871963,0.06713109826452601,3.4392011503999997,0.0,3.4392011503999997
