scenario,electricity_cost_EUR,grid_energy_MWh,peak_ev_charging_MW,peak_total_depot_load_MW,min_voltage_pu,max_line_loading_percent,max_trafo_loading_percent,network_losses_MWh,failed_powerflows,min_voltage_during_EV_charging_pu,max_line_loading_during_EV_charging_percent,max_trafo_loading_during_EV_charging_percent,n1_total_cases,n1_electrical_limits_ok_cases,n1_electrical_limit_violation_cases,n1_full_supply_ok_cases,n1_islanding_cases
uncontrolled,4896.751727826087,99.61304347826088,1.6119999999999999,4.3501263248,0.9922357428047955,27.68264501026698,61.478384450122356,22.908621020814582,0,0.9942995597528407,25.921647976345735,58.64495910587014,12,12,0,12,0
