time,depot,bus,charger_power_MW,safe_charging_limit_MW,all_installed_feasible,min_voltage_pu_at_full_charge,max_line_loading_percent_at_full_charge,max_trafo_loading_percent_at_full_charge,full_charge_failure_reason
2026-01-12 02:00:00+00:00,Postnord,1,0.418,0.418,True,0.9945178306516639,25.606419515597867,58.001982257824544,none
2026-01-12 02:00:00+00:00,Airmee,1,0.132,0.132,True,0.9945178306516639,25.606419515597867,58.001982257824544,none
2026-01-12 03:00:00+00:00,ICA,1,0.776,0.776,True,0.9946074529701749,25.476913173918213,57.73767999395679,none
2026-01-12 03:00:00+00:00,Mathem,1,0.286,0.286,True,0.9946074529701749,25.476913173918213,57.73767999395679,none
2026-01-12 03:00:00+00:00,Postnord,1,0.418,0.418,True,0.9946074529701749,25.476913173918213,57.73767999395679,none
2026-01-12 03:00:00+00:00,Airmee,1,0.132,0.132,True,0.9946074529701749,25.476913173918213,57.73767999395679,none
2026-01-12 04:00:00+00:00,ICA,1,0.776,0.776,True,0.9926305697949601,28.322811120649373,63.52785647000964,none
2026-01-12 04:00:00+00:00,Mathem,1,0.286,0.286,True,0.9926305697949601,28.322811120649373,63.52785647000964,none
2026-01-12 04:00:00+00:00,Postnord,1,0.418,0.418,True,0.9926305697949601,28.322811120649373,63.52785647000964,none
2026-01-12 04:00:00+00:00,Airmee,1,0.132,0.132,True,0.9926305697949601,28.322811120649373,63.52785647000964,none
2026-01-12 05:00:00+00:00,ICA,1,0.776,0.776,True,0.9919555605557863,29.28905753329228,65.48594865296803,none
2026-01-12 05:00:00+00:00,Mathem,1,0.286,0.286,True,0.9919555605557863,29.28905753329228,65.48594865296803,none
2026-01-12 05:00:00+00:00,Postnord,1,0.418,0.418,True,0.9919555605557863,29.28905753329228,65.48594865296803,none
2026-01-12 05:00:00+00:00,Airmee,1,0.132,0.132,True,0.9919555605557863,29.28905753329228,65.48594865296803,none
2026-01-12 06:00:00+00:00,ICA,1,0.776,0.776,True,0.9919795390036152,29.254772967701374,65.41655519435258,none
2026-01-12 06:00:00+00:00,Mathem,1,0.286,0.286,True,0.9919795390036152,29.254772967701374,65.41655519435258,none
2026-01-12 06:00:00+00:00,Postnord,1,0.418,0.418,True,0.9919795390036152,29.254772967701374,65.41655519435258,none
2026-01-12 06:00:00+00:00,Airmee,1,0.132,0.132,True,0.9919795390036152,29.254772967701374,65.41655519435258,none
2026-01-12 07:00:00+00:00,ICA,1,0.776,0.776,True,0.9918554722147889,29.432120588168953,65.7754734154021,none
2026-01-12 07:00:00+00:00,Mathem,1,0.286,0.286,True,0.9918554722147889,29.432120588168953,65.7754734154021,none
2026-01-12 07:00:00+00:00,Postnord,1,0.418,0.418,True,0.9918554722147889,29.432120588168953,65.7754734154021,none
2026-01-12 07:00:00+00:00,Airmee,1,0.132,0.132,True,0.9918554722147889,29.432120588168953,65.7754734154021,none
2026-01-12 08:00:00+00:00,ICA,1,0.776,0.776,True,0.9918439811628368,29.448540972028916,65.8087000559369,none
2026-01-12 08:00:00+00:00,Mathem,1,0.286,0.286,True,0.9918439811628368,29.448540972028916,65.8087000559369,none
2026-01-12 08:00:00+00:00,Postnord,1,0.418,0.418,True,0.9918439811628368,29.448540972028916,65.8087000559369,none
2026-01-12 08:00:00+00:00,Airmee,1,0.132,0.132,True,0.9918439811628368,29.448540972028916,65.8087000559369,none
2026-01-12 09:00:00+00:00,ICA,1,0.776,0.776,True,0.9918684600303836,29.41356024032248,65.7379155179476,none
2026-01-12 09:00:00+00:00,Mathem,1,0.286,0.286,True,0.9918684600303836,29.41356024032248,65.7379155179476,none
2026-01-12 09:00:00+00:00,Postnord,1,0.418,0.418,True,0.9918684600303836,29.41356024032248,65.7379155179476,none
2026-01-12 09:00:00+00:00,Airmee,1,0.132,0.132,True,0.9918684600303836,29.41356024032248,65.7379155179476,none
2026-01-12 10:00:00+00:00,ICA,1,0.776,0.776,True,0.9924892665018349,28.525294566682334,63.93854866373058,none
2026-01-12 10:00:00+00:00,Mathem,1,0.286,0.286,True,0.9924892665018349,28.525294566682334,63.93854866373058,none
2026-01-12 10:00:00+00:00,Postnord,1,0.418,0.418,True,0.9924892665018349,28.525294566682334,63.93854866373058,none
2026-01-12 10:00:00+00:00,Airmee,1,0.132,0.132,True,0.9924892665018349,28.525294566682334,63.93854866373058,none
2026-01-12 11:00:00+00:00,ICA,1,0.776,0.776,True,0.9924438169201931,28.590394069748832,64.07055645318705,none
2026-01-12 11:00:00+00:00,Mathem,1,0.286,0.286,True,0.9924438169201931,28.590394069748832,64.07055645318705,none
2026-01-12 11:00:00+00:00,Postnord,1,0.418,0.418,True,0.9924438169201931,28.590394069748832,64.07055645318705,none
2026-01-12 11:00:00+00:00,Airmee,1,0.132,0.132,True,0.9924438169201931,28.590394069748832,64.07055645318705,none
2026-01-12 12:00:00+00:00,ICA,1,0.776,0.776,True,0.9924064568053119,28.643896248367103,64.17903586447673,none
2026-01-12 12:00:00+00:00,Mathem,1,0.286,0.286,True,0.9924064568053119,28.643896248367103,64.17903586447673,none
2026-01-12 12:00:00+00:00,Postnord,1,0.418,0.418,True,0.9924064568053119,28.643896248367103,64.17903586447673,none
2026-01-12 12:00:00+00:00,Airmee,1,0.132,0.132,True,0.9924064568053119,28.643896248367103,64.17903586447673,none
2026-01-12 13:00:00+00:00,ICA,1,0.776,0.776,True,0.9923290763753053,28.75468018600738,64.4036253378257,none
2026-01-12 13:00:00+00:00,Mathem,1,0.286,0.286,True,0.9923290763753053,28.75468018600738,64.4036253378257,none
2026-01-12 13:00:00+00:00,Postnord,1,0.418,0.418,True,0.9923290763753053,28.75468018600738,64.4036253378257,none
2026-01-12 13:00:00+00:00,Airmee,1,0.132,0.132,True,0.9923290763753053,28.75468018600738,64.4036253378257,none
2026-01-12 14:00:00+00:00,ICA,1,0.776,0.776,True,0.992286883877322,28.81506918534984,64.5260319959447,none
2026-01-12 14:00:00+00:00,Mathem,1,0.286,0.286,True,0.992286883877322,28.81506918534984,64.5260319959447,none
2026-01-12 14:00:00+00:00,Postnord,1,0.418,0.418,True,0.992286883877322,28.81506918534984,64.5260319959447,none
2026-01-12 14:00:00+00:00,Airmee,1,0.132,0.132,True,0.992286883877322,28.81506918534984,64.5260319959447,none
2026-01-12 15:00:00+00:00,ICA,1,0.776,0.776,True,0.9915086495913055,29.927303468394584,66.77710236888436,none
2026-01-12 15:00:00+00:00,Mathem,1,0.286,0.286,True,0.9915086495913055,29.927303468394584,66.77710236888436,none
2026-01-12 15:00:00+00:00,Postnord,1,0.418,0.418,True,0.9915086495913055,29.927303468394584,66.77710236888436,none
2026-01-12 15:00:00+00:00,Airmee,1,0.132,0.132,True,0.9915086495913055,29.927303468394584,66.77710236888436,none
2026-01-12 16:00:00+00:00,ICA,1,0.776,0.776,True,0.9914896063348366,29.954467734436495,66.8320267954627,none
2026-01-12 16:00:00+00:00,Mathem,1,0.286,0.286,True,0.9914896063348366,29.954467734436495,66.8320267954627,none
2026-01-12 16:00:00+00:00,Postnord,1,0.418,0.418,True,0.9914896063348366,29.954467734436495,66.8320267954627,none
2026-01-12 16:00:00+00:00,Airmee,1,0.132,0.132,True,0.9914896063348366,29.954467734436495,66.8320267954627,none
2026-01-12 17:00:00+00:00,ICA,1,0.776,0.776,True,0.9914352128325666,30.032042876679306,66.9888664933125,none
2026-01-12 17:00:00+00:00,Mathem,1,0.286,0.286,True,0.9914352128325666,30.032042876679306,66.9888664933125,none
2026-01-12 17:00:00+00:00,Postnord,1,0.418,0.418,True,0.9914352128325666,30.032042876679306,66.9888664933125,none
2026-01-12 17:00:00+00:00,Airmee,1,0.132,0.132,True,0.9914352128325666,30.032042876679306,66.9888664933125,none
2026-01-12 18:00:00+00:00,ICA,1,0.776,0.776,True,0.9914703008998973,29.982003298190683,66.88769967312412,none
