switch_scenario,line_removed,powerflow_converged,buses_isolated,min_voltage_pu,max_voltage_pu,max_line_loading_percent,max_trafo_loading_percent,total_losses_MW,voltage_limits_ok,line_limits_ok,trafo_limits_ok,electrical_limits_ok,full_supply_ok,feasible,failure_reason
AllClosed,Line 1-2,True,0,0.9750902629714707,1.03,38.28525422377583,54.994212246473175,0.10437711579001771,True,True,True,True,True,True,none
AllClosed,Line 2-3,True,0,0.9738540257937133,1.03,38.651609501212384,54.93348127937424,0.10596819915204941,True,True,True,True,True,True,none
AllClosed,Line 3-4,True,0,0.9919773069906358,1.03,26.460594854710717,58.250332269990935,0.07055449310145012,True,True,True,True,True,True,none
AllClosed,Line 4-5,True,0,0.991906172989888,1.03,26.008196679766947,58.381004754199,0.06880775260477111,True,True,True,True,True,True,none
AllClosed,Line 5-6,True,0,0.993989090169511,1.03,25.83182088657251,58.43853036782837,0.06783285063891345,True,True,True,True,True,True,none
AllClosed,Line 7-8,True,0,0.9928051772405533,1.03,25.676722415687646,58.4862633833083,0.06832063245372712,True,True,True,True,True,True,none
AllClosed,Line 8-9,True,0,0.9923101524210474,1.03,25.358920904015186,58.56108286620664,0.06871968945709467,True,True,True,True,True,True,none
AllClosed,Line 9-10,True,0,0.9938637651011453,1.03,25.561606246847322,58.4993873291761,0.06778880470833817,True,True,True,True,True,True,none
AllClosed,Line 10-11,True,0,0.994361104543499,1.03,25.73956474122689,58.44142364758117,0.06754555384236925,True,True,True,True,True,True,none
AllClosed,Line 3-8,True,0,0.9941591982981729,1.03,25.659907302906028,58.454879297925736,0.06743782291074871,True,True,True,True,True,True,none
AllClosed,Line 12-13,True,0,0.9737802543321704,1.03,52.00012578372311,65.51812850754057,0.0885905986991878,True,True,True,True,True,True,none
AllClosed,Line 13-14,True,0,0.9742745599337668,1.03,51.608250914109156,65.43780705331415,0.08756015277708473,True,True,True,True,True,True,none
